central_pressure,central_density,mu_M_over_R,radius,mass,mass_Msun,q_coordinate,q_proper,t_coordinate_c_over_R,tau_proper_c_over_R,q_proper_minus_q_coordinate,t_over_tau
4.9e-05,0.0007,0.0995006017823,10.6171944501,1.05641723703,0.715426864029,0.525701662278,0.486053222901,8.60929556639,7.22267497085,-0.0396484393774,1.19198158593
0.0001,0.001,0.126096557122,10.0315501739,1.26494393953,0.856645314097,0.549833691253,0.494847335096,7.97339826146,6.32678649219,-0.0549863561568,1.26026036619
0.000225,0.0015,0.158731623646,9.25354307954,1.46882991749,0.994720972766,0.583515639763,0.506262819628,7.4585554728,5.48592572037,-0.0772528201343,1.35958010607
0.0004,0.002,0.181659038209,8.64582509749,1.57059227173,1.06363647265,0.609964795569,0.514398967148,7.25601004803,5.03384330063,-0.0955658284202,1.4414453559
0.0009,0.003,0.210712427925,7.75500146287,1.6340751868,1.10662837135,0.646966028885,0.524577253879,7.11638185573,4.54808838441,-0.122388775006,1.56469735287
0.0016,0.004,0.227219927107,7.13390880591,1.62096623887,1.09775072985,0.669872500645,0.529834146958,7.08251632594,4.29764878633,-0.140038353687,1.64799793517
