central_pressure,central_density,mu_M_over_R,radius,mass,mass_Msun,q_coordinate,q_proper,t_coordinate_c_over_R,tau_proper_c_over_R,q_proper_minus_q_coordinate,t_over_tau
1.09680988145e-05,0.25,0.0451836258517,12.4809445852,0.563934330412,0.381907598043,0.474131735258,0.453898215627,11.3166268333,10.4537127486,-0.0202335196312,1.08254618291
3.23610396218e-05,0.35,0.0974132839542,11.8546567769,1.15480104678,0.782054346068,0.531795276186,0.495166546151,8.50437054648,7.15184900238,-0.0366287300348,1.18911494687
6.83942278445e-05,0.45,0.144915977198,11.8196625728,1.71285795189,1.15998163424,0.570515038142,0.514112649459,7.62687028789,5.82598505286,-0.0564023886836,1.30911257387
0.000150601748877,0.6,0.197610047372,11.6190955657,2.29605002517,1.55493096059,0.617299651841,0.530619369365,7.16707315782,4.82304605299,-0.0866802824764,1.48600554071
0.000312775810552,0.8,0.240940347149,11.1541606391,2.68748733654,1.82002013022,0.663364504667,0.542174935059,7.2350318799,4.31277817009,-0.121189569609,1.67758034254
0.000534123717439,1,0.266154144312,10.6572279185,2.83646537739,1.92091103661,0.69498532399,0.547792825084,7.29623612388,3.99531149309,-0.147192498906,1.82619956829
0.000812550193184,1.2,0.281175522008,10.2119496636,2.87135027739,1.94453578802,0.716340670898,0.550212652387,7.32682416009,3.78392116307,-0.166128018511,1.93630465444
