x_coordinate_over_R,y_coordinate_over_R,x_proper_over_R,y_proper_over_R,q_coordinate,q_proper,delta_coordinate_deg,delta_proper_deg
0.707106743299,-0.707106819074,0.707106752597,-0.707106809776,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707106561946,-0.707106637473,0.707106505877,-0.707106562877,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707106018133,-0.707106092423,0.707105765901,-0.707105821998,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707105112357,-0.707105183432,0.707104533029,-0.707104586782,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707103845116,-0.707103910007,0.707102807627,-0.707102856872,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707102216907,-0.707102271658,0.707100590061,-0.707100631912,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707100228231,-0.707100267895,0.707097880699,-0.707097911548,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707097879589,-0.707097898229,0.707094679908,-0.707094695429,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707095171481,-0.707095162174,0.70709098806,-0.707090983202,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707092104412,-0.707092059242,0.707086805526,-0.70708677452,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707088678884,-0.707088588949,0.707082132681,-0.707082069033,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707084895404,-0.707084750811,0.707076969898,-0.707076866396,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707080754476,-0.707080544344,0.707071317554,-0.707071166264,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.70707625661,-0.707075969067,0.707065176028,-0.707064968293,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707071402311,-0.707071024499,0.707058545698,-0.707058272142,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707066192092,-0.707065710161,0.707051426946,-0.707051077471,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.70706062646,-0.707060025574,0.707043820154,-0.70704338394,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707054705929,-0.707053970261,0.707035725705,-0.707035191213,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707048431011,-0.707047543746,0.707027143986,-0.707026498954,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707041802219,-0.707040745555,0.707018075382,-0.707017306828,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707034820069,-0.707033575212,0.707008520283,-0.707007614504,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707027485076,-0.707026032246,0.706998479079,-0.706997421649,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707019797756,-0.707018116185,0.706987952159,-0.706986727934,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707011758629,-0.707009826558,0.706976939918,-0.706975533032,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.707003368212,-0.707001162897,0.706965442749,-0.706963836615,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706994627026,-0.706992124734,0.706953461049,-0.706951638359,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706985535593,-0.7069827116,0.706940995214,-0.706938937939,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706976094433,-0.706972923032,0.706928045644,-0.706925735035,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706966304071,-0.706962758563,0.706914612738,-0.706912029326,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706956165031,-0.706952217732,0.706900696898,-0.706897820492,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706945677837,-0.706941300075,0.706886298527,-0.706883108217,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706934843017,-0.706930005131,0.70687141803,-0.706867892184,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706923661097,-0.706918332441,0.706856055813,-0.706852172079,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706912132606,-0.706906281545,0.706840212283,-0.70683594759,0.663364504667,0.542174935059,90.0000061399,90.0000046332
0.706900258074,-0.706893851987,0.706823887849,-0.706819218405,0.663364504667,0.542174935059,90.0000061399,90.0000046332
